estimator,experiment,scenario,platform,sigma_a,tdma_interval,init_range_scale,rmse,ate,final_error,mean_nees,converged
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,30.0,1,1.809806127613656,1.809806127613656,1.1729183829142005,3.034760580632907,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,60.0,1,16.834856374387222,16.834856374387222,1.2384806031792408,11.229101800903065,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,60.0,1,1.7688079563801675,1.7688079563801675,1.676313813625966,3.113840688231079,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,60.0,1,1.1079713873044017,1.1079713873044017,2.0565156683947974,4.899996452601714,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,60.0,1,1.8229152156702653,1.8229152156702653,1.3346280247978286,3.0389626725871866,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,60.0,1,1.0485035305724255,1.0485035305724255,1.94412221393748,3.7314261058413143,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,60.0,1,1.901614683548134,1.901614683548134,1.6576104762055188,3.0348199679836383,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,120.0,1,19.003648676088208,19.003648676088208,9.14100620410527,1069.7618944657827,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,120.0,1,1.8069189874418528,1.8069189874418528,1.1717382433887986,3.038700939391218,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,120.0,1,3.6318665234184953,3.6318665234184953,1.52819926439427,66.8513102913592,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,120.0,1,1.7670355016710455,1.7670355016710455,1.7257583681852204,3.0708643443636414,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,120.0,1,3.245080768874696,3.245080768874696,1.50976886182969,87.79698277430482,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,120.0,1,1.8078134099008425,1.8078134099008425,1.101754965494839,3.0457927751902334,True
